"","X","Year.Tag","Moved","First.Line","Second.Line","Year","Year.Line","Tags","Sex","Closest.Dist","Adj.Year.Avg.Abund","Adj.Line.Abund","Adj.Avg.Abund.z","Adj.Diff","Adj.Line.Abund.z","PI","Adj.Diff.z","Year.Numeric"
"146",1480,"2012-D577.D576","0","112",NA,"2012","2012-112","D577.D576","F",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"147",1481,"2012-D580.D579","0","113",NA,"2012","2012-113","D580.D579","F",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"148",1482,"2012-D586.D587","0","112",NA,"2012","2012-112","D586.D587","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"149",1483,"2012-D602.D601","0","203",NA,"2012","2012-203","D602.D601","F",0.19949,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"150",1484,"2012-D616.D615","0","201",NA,"2012","2012-201","D616.D615","F",0.30549,12.80150754,21.94444444,-0.06690277,9.142936907,0.481756171,"3",0.632255381299841,2012
"151",1485,"2012-D620.D619","0","201",NA,"2012","2012-201","D620.D619","F",0.30549,12.80150754,21.94444444,-0.06690277,9.142936907,0.481756171,"3",0.632255381299841,2012
"152",1486,"2012-D624.D623","0","201",NA,"2012","2012-201","D624.D623","M",0.30549,12.80150754,21.94444444,-0.06690277,9.142936907,0.481756171,"3",0.632255381299841,2012
"153",1487,"2012-D633.D634","0","501",NA,"2012","2012-501","D633.D634","M",0.26938,12.80150754,9.583333333,-0.06690277,-3.218174204,-0.829255152,"3",-1.0600746662837,2012
"154",1488,"2012-D653.D652","0","203",NA,"2012","2012-203","D653.D652","F",0.19949,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"155",1489,"2012-D655.D654","0","203",NA,"2012","2012-203","D655.D654","M",0.19949,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"156",1490,"2012-D669.D668","0","201",NA,"2012","2012-201","D669.D668","F",0.30549,12.80150754,21.94444444,-0.06690277,9.142936907,0.481756171,"3",0.632255381299841,2012
"157",1491,"2012-D685.D684","0","303",NA,"2012","2012-303","D685.D684","F",0.26028,12.80150754,6.666666667,-0.06690277,-6.134840871,-1.138594902,"3",-1.45938849778522,2012
"158",1492,"2012-D688.D689","0","703",NA,"2012","2012-703","D688.D689","M",0.1143,12.80150754,4.4,-0.06690277,-8.401507538,-1.37899608,"3",-1.76971238970514,2012
"159",1493,"2012-D701.D702","0","304",NA,"2012","2012-304","D701.D702","F",0.65654,12.80150754,11.19047619,-0.06690277,-1.611031347,-0.658802636,"3",-0.840044595909196,2012
"160",1494,"2012-D747.D748","0","202",NA,"2012","2012-202","D747.D748","M",0.19949,12.80150754,15.71428571,-0.06690277,2.912778177,-0.179010371,"3",-0.220700694033175,2012
"161",1495,"2012-D758.D757","0","801",NA,"2012","2012-801","D758.D757","F",0.5879,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"162",1496,"2012-D786.D787","0","304",NA,"2012","2012-304","D786.D787","F",0.65654,12.80150754,11.19047619,-0.06690277,-1.611031347,-0.658802636,"3",-0.840044595909196,2012
"163",1497,"2012-D791.D790","0","304",NA,"2012","2012-304","D791.D790","F",0.65654,12.80150754,11.19047619,-0.06690277,-1.611031347,-0.658802636,"3",-0.840044595909196,2012
"164",1498,"2012-D806.D807","0","112",NA,"2012","2012-112","D806.D807","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"165",1499,"2012-D809.D808","0","113",NA,"2012","2012-113","D809.D808","F",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"166",1500,"2012-D814.D220","0","112",NA,"2012","2012-112","D814.D220","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"167",1501,"2012-D853.D854","0","501",NA,"2012","2012-501","D853.D854","M",0.26938,12.80150754,9.583333333,-0.06690277,-3.218174204,-0.829255152,"3",-1.0600746662837,2012
"168",1502,"2012-D856.D855","0","501",NA,"2012","2012-501","D856.D855","F",0.26938,12.80150754,9.583333333,-0.06690277,-3.218174204,-0.829255152,"3",-1.0600746662837,2012
"169",1503,"2012-D868.D867","0","111",NA,"2012","2012-111","D868.D867","M",0.84576,12.80150754,21.92307692,-0.06690277,9.121569386,0.479489945,"3",0.629330005295535,2012
"170",1504,"2012-D910.D909","0","201",NA,"2012","2012-201","D910.D909","M",0.30549,12.80150754,21.94444444,-0.06690277,9.142936907,0.481756171,"3",0.632255381299841,2012
"171",1505,"2012-D920.D921","0","201",NA,"2012","2012-201","D920.D921","F",0.30549,12.80150754,21.94444444,-0.06690277,9.142936907,0.481756171,"3",0.632255381299841,2012
"172",1506,"2012-D923.D922","0","201",NA,"2012","2012-201","D923.D922","M",0.30549,12.80150754,21.94444444,-0.06690277,9.142936907,0.481756171,"3",0.632255381299841,2012
"173",1507,"2012-D947.D948","0","112",NA,"2012","2012-112","D947.D948","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"174",1508,"2012-D949.D871","0","112",NA,"2012","2012-112","D949.D871","F",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"175",1509,"2012-D951.D952","0","112",NA,"2012","2012-112","D951.D952","F",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"176",1510,"2012-D954.D953","0","402",NA,"2012","2012-402","D954.D953","M",0.85448,12.80150754,4.038461538,-0.06690277,-8.763045999,-1.417340611,"3",-1.81920975247562,2012
"177",1511,"2012-D985.D984","0","801",NA,"2012","2012-801","D985.D984","M",0.5879,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"178",1512,"2012-D987.D986","0","801",NA,"2012","2012-801","D987.D986","F",0.5879,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"179",1513,"2012-D990.D989","0","801",NA,"2012","2012-801","D990.D989","M",0.5879,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"180",1514,"2012-E029.E030","0","801",NA,"2012","2012-801","E029.E030","M",0.5879,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"181",1515,"2012-E031.E032","0","803",NA,"2012","2012-803","E031.E032","F",0.5879,12.80150754,9.6,-0.06690277,-3.201507538,-0.827487496,"3",-1.05779287305236,2012
"182",1516,"2012-E033.E034","0","803",NA,"2012","2012-803","E033.E034","M",0.5879,12.80150754,9.6,-0.06690277,-3.201507538,-0.827487496,"3",-1.05779287305236,2012
"183",1517,"2012-E133.E132","0","501",NA,"2012","2012-501","E133.E132","M",0.26938,12.80150754,9.583333333,-0.06690277,-3.218174204,-0.829255152,"3",-1.0600746662837,2012
"184",1518,"2012-E245.E244","0","201",NA,"2012","2012-201","E245.E244","M",0.30549,12.80150754,21.94444444,-0.06690277,9.142936907,0.481756171,"3",0.632255381299841,2012
"185",1519,"2012-E262.E263","0","202",NA,"2012","2012-202","E262.E263","M",0.19949,12.80150754,15.71428571,-0.06690277,2.912778177,-0.179010371,"3",-0.220700694033175,2012
"186",1520,"2012-E306.E304","0","202",NA,"2012","2012-202","E306.E304","M",0.19949,12.80150754,15.71428571,-0.06690277,2.912778177,-0.179010371,"3",-0.220700694033175,2012
"187",1521,"2012-E324.E201","1","701","703","2012","2012-701","E324.E201","M",0.1143,12.80150754,11.875,-0.06690277,-0.926507538,-0.586202491,"3",-0.746328084516773,2012
"188",1522,"2012-E328.E327","0","203",NA,"2012","2012-203","E328.E327","F",0.19949,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"189",1523,"2012-E348.E347","0","111",NA,"2012","2012-111","E348.E347","M",0.84576,12.80150754,21.92307692,-0.06690277,9.121569386,0.479489945,"3",0.629330005295535,2012
"190",1524,"2012-E355.E354","0","111",NA,"2012","2012-111","E355.E354","F",0.84576,12.80150754,21.92307692,-0.06690277,9.121569386,0.479489945,"3",0.629330005295535,2012
"191",1525,"2012-E374.E375","0","202",NA,"2012","2012-202","E374.E375","F",0.19949,12.80150754,15.71428571,-0.06690277,2.912778177,-0.179010371,"3",-0.220700694033175,2012
"192",1526,"2012-E376.E378","0","202",NA,"2012","2012-202","E376.E378","M",0.19949,12.80150754,15.71428571,-0.06690277,2.912778177,-0.179010371,"3",-0.220700694033175,2012
"193",1527,"2012-E391.E392","0","112",NA,"2012","2012-112","E391.E392","F",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"194",1528,"2012-E438.E437","0","112",NA,"2012","2012-112","E438.E437","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"195",1529,"2012-E440.E441","0","112",NA,"2012","2012-112","E440.E441","F",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"196",1530,"2012-E463.E462","0","401",NA,"2012","2012-401","E463.E462","M",0.26028,12.80150754,6.458333333,-0.06690277,-6.343174204,-1.160690599,"3",-1.48791091427214,2012
"197",1531,"2012-E464.E428","0","112",NA,"2012","2012-112","E464.E428","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"198",1532,"2012-E528.E529","0","111",NA,"2012","2012-111","E528.E529","M",0.84576,12.80150754,21.92307692,-0.06690277,9.121569386,0.479489945,"3",0.629330005295535,2012
"199",1533,"2012-E533.E532","0","112",NA,"2012","2012-112","E533.E532","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"200",1534,"2012-E538.E539","0","113",NA,"2012","2012-113","E538.E539","F",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"201",1535,"2012-E549.E550","0","113",NA,"2012","2012-113","E549.E550","F",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"202",1536,"2012-E560.E561","0","701",NA,"2012","2012-701","E560.E561","F",0.1143,12.80150754,11.875,-0.06690277,-0.926507538,-0.586202491,"3",-0.746328084516773,2012
"203",1537,"2012-E563.E564","1","701","703","2012","2012-701","E563.E564","M",0.1143,12.80150754,11.875,-0.06690277,-0.926507538,-0.586202491,"3",-0.746328084516773,2012
"204",1538,"2012-E583.E582","0","113",NA,"2012","2012-113","E583.E582","M",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"205",1539,"2012-E616.E617","0","803",NA,"2012","2012-803","E616.E617","M",0.5879,12.80150754,9.6,-0.06690277,-3.201507538,-0.827487496,"3",-1.05779287305236,2012
"206",1540,"2012-E619.E618","0","803",NA,"2012","2012-803","E619.E618","M",0.5879,12.80150754,9.6,-0.06690277,-3.201507538,-0.827487496,"3",-1.05779287305236,2012
"207",1541,"2012-E620.E621","0","803",NA,"2012","2012-803","E620.E621","M",0.5879,12.80150754,9.6,-0.06690277,-3.201507538,-0.827487496,"3",-1.05779287305236,2012
"208",1542,"2012-E625.E656","0","801",NA,"2012","2012-801","E625.E656","F",0.5879,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"209",1543,"2012-E629.E630","0","401",NA,"2012","2012-401","E629.E630","F",0.26028,12.80150754,6.458333333,-0.06690277,-6.343174204,-1.160690599,"3",-1.48791091427214,2012
"210",1544,"2012-E641.E636","0","401",NA,"2012","2012-401","E641.E636","M",0.26028,12.80150754,6.458333333,-0.06690277,-6.343174204,-1.160690599,"3",-1.48791091427214,2012
"211",1545,"2012-E658.E657","0","801",NA,"2012","2012-801","E658.E657","F",0.5879,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"212",1546,"2012-E701.E702","0","503",NA,"2012","2012-503","E701.E702","F",0.26938,12.80150754,8.75,-0.06690277,-4.051507538,-0.917637938,"3",-1.17416433250522,2012
"213",1547,"2012-E703.E704","0","501",NA,"2012","2012-501","E703.E704","M",0.26938,12.80150754,9.583333333,-0.06690277,-3.218174204,-0.829255152,"3",-1.0600746662837,2012
"214",1548,"2012-E711.E837","0","113",NA,"2012","2012-113","E711.E837","M",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"215",1549,"2012-E724.E725","0","401",NA,"2012","2012-401","E724.E725","F",0.26028,12.80150754,6.458333333,-0.06690277,-6.343174204,-1.160690599,"3",-1.48791091427214,2012
"216",1550,"2012-E726.E727","1","701","703","2012","2012-701","E726.E727","F",0.1143,12.80150754,11.875,-0.06690277,-0.926507538,-0.586202491,"3",-0.746328084516773,2012
"217",1551,"2012-E742.E743","0","202",NA,"2012","2012-202","E742.E743","F",0.19949,12.80150754,15.71428571,-0.06690277,2.912778177,-0.179010371,"3",-0.220700694033175,2012
"218",1552,"2012-E758.E757","1","112","113","2012","2012-112","E758.E757","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"219",1553,"2012-E761.E764","0","112",NA,"2012","2012-112","E761.E764","F",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"220",1554,"2012-E766.E765","0","113",NA,"2012","2012-113","E766.E765","F",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"221",1555,"2012-E773.E772","0","113",NA,"2012","2012-113","E773.E772","F",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"222",1556,"2012-E806.E805","0","303",NA,"2012","2012-303","E806.E805","M",0.26028,12.80150754,6.666666667,-0.06690277,-6.134840871,-1.138594902,"3",-1.45938849778522,2012
"223",1557,"2012-E840.E839","0","113",NA,"2012","2012-113","E840.E839","M",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"224",1558,"2012-E842.E841","0","113",NA,"2012","2012-113","E842.E841","M",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"225",1559,"2012-E844.E843","0","112",NA,"2012","2012-112","E844.E843","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"226",1560,"2012-E846.E845","0","112",NA,"2012","2012-112","E846.E845","M",0.84576,12.80150754,25.57692308,-0.06690277,12.77541554,0.867014469,"3",1.12956931065694,2012
"227",1561,"2012-E850.E849","0","113",NA,"2012","2012-113","E850.E849","M",0.85448,12.80150754,27.6,-0.06690277,14.79849246,1.081580677,"3",1.40654391508728,2012
"228",1562,"2012-E882.E881","0","803",NA,"2012","2012-803","E882.E881","F",0.5879,12.80150754,9.6,-0.06690277,-3.201507538,-0.827487496,"3",-1.05779287305236,2012
"229",1563,"2012-E892.E895","0","803",NA,"2012","2012-803","E892.E895","F",0.5879,12.80150754,9.6,-0.06690277,-3.201507538,-0.827487496,"3",-1.05779287305236,2012
"230",1564,"2012-E901.E904","0","303",NA,"2012","2012-303","E901.E904","M",0.26028,12.80150754,6.666666667,-0.06690277,-6.134840871,-1.138594902,"3",-1.45938849778522,2012
"231",1565,"2012-E913.E914","0","501",NA,"2012","2012-501","E913.E914","F",0.26938,12.80150754,9.583333333,-0.06690277,-3.218174204,-0.829255152,"3",-1.0600746662837,2012
"232",1566,"2012-E973.E974","0","801",NA,"2012","2012-801","E973.E974","F",0.5879,12.80150754,15,-0.06690277,2.198492462,-0.254767044,"3",-0.318491836528325,2012
"233",1567,"2013-C002.C001","1","501","503","2013","2013-501","C002.C001","F",0.26938,8.911392406,4.782608696,-0.725864177,-4.12878371,-1.338416853,"3",-1.18474402770119,2013
"234",1568,"2013-C133.C132","0","111",NA,"2013","2013-111","C133.C132","M",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"235",1569,"2013-C309.C310","0","202",NA,"2013","2013-202","C309.C310","F",0.19949,8.911392406,11.25,-0.725864177,2.338607594,-0.65248958,"3",-0.299309010172714,2013
"236",1570,"2013-C315.C314","0","201",NA,"2013","2013-201","C315.C314","M",0.30549,8.911392406,17.29166667,-0.725864177,8.380274261,-0.011714383,"3",0.527841069317255,2013
"237",1571,"2013-C316.C317","0","201",NA,"2013","2013-201","C316.C317","F",0.30549,8.911392406,17.29166667,-0.725864177,8.380274261,-0.011714383,"3",0.527841069317255,2013
"238",1572,"2013-C376.F051","0","111",NA,"2013","2013-111","C376.F051","F",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"239",1573,"2013-C388.C387","0","803",NA,"2013","2013-803","C388.C387","M",0.5879,8.911392406,6.739130435,-0.725864177,-2.172261971,-1.130909443,"3",-0.916881333326276,2013
"240",1574,"2013-C393.C392","0","703",NA,"2013","2013-703","C393.C392","M",0.1143,8.911392406,6.739130435,-0.725864177,-2.172261971,-1.130909443,"3",-0.916881333326276,2013
"241",1575,"2013-C402.C401","0","111",NA,"2013","2013-111","C402.C401","F",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"242",1576,"2013-C444.C693","0","503",NA,"2013","2013-503","C444.C693","F",0.26938,8.911392406,11.52173913,-0.725864177,2.610346724,-0.623669107,"3",-0.262105858233244,2013
"243",1577,"2013-C464.C465","0","112",NA,"2013","2013-112","C464.C465","F",0.84576,8.911392406,13.47826087,-0.725864177,4.566868464,-0.416161696,"3",0.00575683627857398,2013
"244",1578,"2013-C466.C467","0","111",NA,"2013","2013-111","C466.C467","F",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"245",1579,"2013-C510.C509","0","803",NA,"2013","2013-803","C510.C509","M",0.5879,8.911392406,6.739130435,-0.725864177,-2.172261971,-1.130909443,"3",-0.916881333326276,2013
"246",1580,"2013-C554.C553","0","201",NA,"2013","2013-201","C554.C553","M",0.30549,8.911392406,17.29166667,-0.725864177,8.380274261,-0.011714383,"3",0.527841069317255,2013
"247",1581,"2013-C577.C578","0","203",NA,"2013","2013-203","C577.C578","M",0.19949,8.911392406,11.25,-0.725864177,2.338607594,-0.65248958,"3",-0.299309010172714,2013
"248",1582,"2013-C582.C583","0","201",NA,"2013","2013-201","C582.C583","F",0.30549,8.911392406,17.29166667,-0.725864177,8.380274261,-0.011714383,"3",0.527841069317255,2013
"249",1583,"2013-C595.C596","0","303",NA,"2013","2013-303","C595.C596","M",0.26028,8.911392406,7.954545455,-0.725864177,-0.956846951,-1.002003324,"3",-0.750481780716483,2013
"250",1584,"2013-C597.C598","0","503",NA,"2013","2013-503","C597.C598","M",0.26938,8.911392406,11.52173913,-0.725864177,2.610346724,-0.623669107,"3",-0.262105858233244,2013
"251",1585,"2013-C601.C826","1","304","203","2013","2013-304","C601.C826","M",0.65654,8.911392406,10.4,-0.725864177,1.488607594,-0.742640022,"3",-0.415680469625572,2013
"252",1586,"2013-C609.C608","0","304",NA,"2013","2013-304","C609.C608","F",0.65654,8.911392406,10.4,-0.725864177,1.488607594,-0.742640022,"3",-0.415680469625572,2013
"253",1587,"2013-C611.C610","0","304",NA,"2013","2013-304","C611.C610","M",0.65654,8.911392406,10.4,-0.725864177,1.488607594,-0.742640022,"3",-0.415680469625572,2013
"254",1588,"2013-C620.C614","0","304",NA,"2013","2013-304","C620.C614","M",0.65654,8.911392406,10.4,-0.725864177,1.488607594,-0.742640022,"3",-0.415680469625572,2013
"255",1589,"2013-C654.C653","0","402",NA,"2013","2013-402","C654.C653","M",0.85448,8.911392406,4.615384615,-0.725864177,-4.296007791,-1.356152529,"3",-1.20763827518546,2013
"256",1590,"2013-C665.C664","0","402",NA,"2013","2013-402","C665.C664","F",0.85448,8.911392406,4.615384615,-0.725864177,-4.296007791,-1.356152529,"3",-1.20763827518546,2013
"257",1591,"2013-C683.C679","0","203",NA,"2013","2013-203","C683.C679","F",0.19949,8.911392406,11.25,-0.725864177,2.338607594,-0.65248958,"3",-0.299309010172714,2013
"258",1592,"2013-C736.C735","0","111",NA,"2013","2013-111","C736.C735","M",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"259",1593,"2013-C740.C741","0","112",NA,"2013","2013-112","C740.C741","M",0.84576,8.911392406,13.47826087,-0.725864177,4.566868464,-0.416161696,"3",0.00575683627857398,2013
"260",1594,"2013-C744.C745","0","113",NA,"2013","2013-113","C744.C745","M",0.85448,8.911392406,11.95652174,-0.725864177,3.045129333,-0.577556349,"3",-0.202580814993183,2013
"261",1595,"2013-C749.C748","0","111",NA,"2013","2013-111","C749.C748","M",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"262",1596,"2013-C757.C756","0","803",NA,"2013","2013-803","C757.C756","F",0.5879,8.911392406,6.739130435,-0.725864177,-2.172261971,-1.130909443,"3",-0.916881333326276,2013
"263",1597,"2013-C759.C760","0","801",NA,"2013","2013-801","C759.C760","M",0.5879,8.911392406,7.391304348,-0.725864177,-1.520088058,-1.061740306,"3",-0.82759376853464,2013
"264",1598,"2013-C781.C780","0","303",NA,"2013","2013-303","C781.C780","M",0.26028,8.911392406,7.954545455,-0.725864177,-0.956846951,-1.002003324,"3",-0.750481780716483,2013
"265",1599,"2013-C802.C801","0","113",NA,"2013","2013-113","C802.C801","F",0.85448,8.911392406,11.95652174,-0.725864177,3.045129333,-0.577556349,"3",-0.202580814993183,2013
"266",1600,"2013-C803.C804","0","113",NA,"2013","2013-113","C803.C804","F",0.85448,8.911392406,11.95652174,-0.725864177,3.045129333,-0.577556349,"3",-0.202580814993183,2013
"267",1601,"2013-C809.C808","0","112",NA,"2013","2013-112","C809.C808","M",0.84576,8.911392406,13.47826087,-0.725864177,4.566868464,-0.416161696,"3",0.00575683627857398,2013
"268",1602,"2013-C812.C813","0","111",NA,"2013","2013-111","C812.C813","F",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"269",1603,"2013-C815.C814","0","111",NA,"2013","2013-111","C815.C814","M",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"270",1604,"2013-C818.C817","0","113",NA,"2013","2013-113","C818.C817","M",0.85448,8.911392406,11.95652174,-0.725864177,3.045129333,-0.577556349,"3",-0.202580814993183,2013
"271",1605,"2013-C822.C823","0","111",NA,"2013","2013-111","C822.C823","M",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"272",1606,"2013-C829.C828","0","304",NA,"2013","2013-304","C829.C828","M",0.65654,8.911392406,10.4,-0.725864177,1.488607594,-0.742640022,"3",-0.415680469625572,2013
"273",1607,"2013-C835.C834","0","703",NA,"2013","2013-703","C835.C834","F",0.1143,8.911392406,6.739130435,-0.725864177,-2.172261971,-1.130909443,"3",-0.916881333326276,2013
"274",1608,"2013-C836.C837","0","801",NA,"2013","2013-801","C836.C837","M",0.5879,8.911392406,7.391304348,-0.725864177,-1.520088058,-1.061740306,"3",-0.82759376853464,2013
"275",1609,"2013-C839.C838","0","801",NA,"2013","2013-801","C839.C838","F",0.5879,8.911392406,7.391304348,-0.725864177,-1.520088058,-1.061740306,"3",-0.82759376853464,2013
"276",1610,"2013-C841.C840","0","803",NA,"2013","2013-803","C841.C840","M",0.5879,8.911392406,6.739130435,-0.725864177,-2.172261971,-1.130909443,"3",-0.916881333326276,2013
"277",1611,"2013-C843.C842","0","703",NA,"2013","2013-703","C843.C842","M",0.1143,8.911392406,6.739130435,-0.725864177,-2.172261971,-1.130909443,"3",-0.916881333326276,2013
"278",1612,"2013-C845.F066","0","113",NA,"2013","2013-113","C845.F066","M",0.85448,8.911392406,11.95652174,-0.725864177,3.045129333,-0.577556349,"3",-0.202580814993183,2013
"279",1613,"2013-C889.C888","0","201",NA,"2013","2013-201","C889.C888","F",0.30549,8.911392406,17.29166667,-0.725864177,8.380274261,-0.011714383,"3",0.527841069317255,2013
"280",1614,"2013-C891.C890","0","201",NA,"2013","2013-201","C891.C890","F",0.30549,8.911392406,17.29166667,-0.725864177,8.380274261,-0.011714383,"3",0.527841069317255,2013
"281",1615,"2013-C892.C894","0","201",NA,"2013","2013-201","C892.C894","M",0.30549,8.911392406,17.29166667,-0.725864177,8.380274261,-0.011714383,"3",0.527841069317255,2013
"282",1616,"2013-C896.C895","0","201",NA,"2013","2013-201","C896.C895","F",0.30549,8.911392406,17.29166667,-0.725864177,8.380274261,-0.011714383,"3",0.527841069317255,2013
"283",1617,"2013-E483.E482","0","112",NA,"2013","2013-112","E483.E482","F",0.84576,8.911392406,13.47826087,-0.725864177,4.566868464,-0.416161696,"3",0.00575683627857398,2013
"284",1618,"2013-F006.F005","0","201",NA,"2013","2013-201","F006.F005","F",0.30549,8.911392406,17.29166667,-0.725864177,8.380274261,-0.011714383,"3",0.527841069317255,2013
"285",1619,"2013-F007.F008","0","203",NA,"2013","2013-203","F007.F008","F",0.19949,8.911392406,11.25,-0.725864177,2.338607594,-0.65248958,"3",-0.299309010172714,2013
"286",1620,"2013-F010.F009","0","203",NA,"2013","2013-203","F010.F009","M",0.19949,8.911392406,11.25,-0.725864177,2.338607594,-0.65248958,"3",-0.299309010172714,2013
"287",1621,"2013-F012.F011","0","202",NA,"2013","2013-202","F012.F011","M",0.19949,8.911392406,11.25,-0.725864177,2.338607594,-0.65248958,"3",-0.299309010172714,2013
"288",1622,"2013-F014.F013","0","202",NA,"2013","2013-202","F014.F013","F",0.19949,8.911392406,11.25,-0.725864177,2.338607594,-0.65248958,"3",-0.299309010172714,2013
"289",1623,"2013-F015.F016","0","202",NA,"2013","2013-202","F015.F016","M",0.19949,8.911392406,11.25,-0.725864177,2.338607594,-0.65248958,"3",-0.299309010172714,2013
"290",1624,"2013-F020.F019","0","202",NA,"2013","2013-202","F020.F019","F",0.19949,8.911392406,11.25,-0.725864177,2.338607594,-0.65248958,"3",-0.299309010172714,2013
"291",1625,"2013-F021.F022","0","304",NA,"2013","2013-304","F021.F022","M",0.65654,8.911392406,10.4,-0.725864177,1.488607594,-0.742640022,"3",-0.415680469625572,2013
"292",1626,"2013-F035.F036","0","303",NA,"2013","2013-303","F035.F036","M",0.26028,8.911392406,7.954545455,-0.725864177,-0.956846951,-1.002003324,"3",-0.750481780716483,2013
"293",1627,"2013-F039.F038","0","501",NA,"2013","2013-501","F039.F038","M",0.26938,8.911392406,4.782608696,-0.725864177,-4.12878371,-1.338416853,"3",-1.18474402770119,2013
"294",1628,"2013-F075.F074","0","111",NA,"2013","2013-111","F075.F074","F",0.84576,8.911392406,21.08695652,-0.725864177,12.17556412,0.390811565,"3",1.04744509277427,2013
"295",1629,"2013-F082.F081","0","503",NA,"2013","2013-503","F082.F081","M",0.26938,8.911392406,11.52173913,-0.725864177,2.610346724,-0.623669107,"3",-0.262105858233244,2013
"296",1630,"2013-F159.F158","0","503",NA,"2013","2013-503","F159.F158","M",0.26938,8.911392406,11.52173913,-0.725864177,2.610346724,-0.623669107,"3",-0.262105858233244,2013
"297",1631,"2013-F162.F161","0","503",NA,"2013","2013-503","F162.F161","F",0.26938,8.911392406,11.52173913,-0.725864177,2.610346724,-0.623669107,"3",-0.262105858233244,2013
