litter_id,sex,weight,tagwt,year,n1_date,tag_date,grid,food,mother_byear,mother_age,litter_size,growth,bdate,survived_200d,aliveinfall,owner,density,cones
64,M,13.6,52,2013,2013-04-23,2013-05-16,SU,0,2010,3,3,1.669565217,111,FALSE,0,0,1.612496851,2.060105158
65,F,8.7,NA,2013,2013-04-23,NA,SU,0,2009,4,3,NA,113,FALSE,0,0,1.612496851,2.060105158
65,F,8.6,NA,2013,2013-04-23,NA,SU,0,2009,4,3,NA,113,FALSE,0,0,1.612496851,2.060105158
65,F,8.3,NA,2013,2013-04-23,NA,SU,0,2009,4,3,NA,113,FALSE,0,0,1.612496851,2.060105158
66,M,9.6,35.6,2013,2013-04-24,2013-05-20,KL,0,2010,3,4,1,113,FALSE,1,0,1.83925422,2.586066507
66,M,9.6,38,2013,2013-04-24,2013-05-20,KL,0,2010,3,4,1.092307692,113,FALSE,0,0,1.83925422,2.586066507
66,M,10.4,NA,2013,2013-04-24,2013-05-20,KL,0,2010,3,4,NA,113,TRUE,1,1,1.83925422,2.586066507
66,M,9.4,39,2013,2013-04-24,2013-05-20,KL,0,2010,3,4,1.138461538,113,FALSE,0,0,1.83925422,2.586066507
67,M,NA,67.7,2013,NA,2013-05-18,JO,0,2009,4,3,NA,108,FALSE,0,0,3.048626858,1.853722378
67,M,NA,66,2013,NA,2013-05-18,JO,0,2009,4,3,NA,108,FALSE,0,0,3.048626858,1.853722378
67,F,NA,67.7,2013,NA,2013-05-18,JO,0,2009,4,3,NA,108,FALSE,0,0,3.048626858,1.853722378
